state,date,sex,age,ethnicity,population
Terengganu,1/1/2016,both,overall,other_noncitizen,33.6
Terengganu,1/1/2017,both,overall,overall,1208
Terengganu,1/1/2017,both,overall,bumi_malay,1135.6
Terengganu,1/1/2017,both,overall,bumi_other,3.8
Terengganu,1/1/2017,both,overall,chinese,28.4
Terengganu,1/1/2017,both,overall,indian,2.5
Terengganu,1/1/2017,both,overall,other_citizen,3.2
Terengganu,1/1/2017,both,overall,other_noncitizen,34.7
Terengganu,1/1/2018,both,overall,overall,1228.3
Terengganu,1/1/2018,both,overall,bumi_malay,1154.6
Terengganu,1/1/2018,both,overall,bumi_other,3.8
Terengganu,1/1/2018,both,overall,chinese,28.5
Terengganu,1/1/2018,both,overall,indian,2.5
Terengganu,1/1/2018,both,overall,other_citizen,3.3
Terengganu,1/1/2018,both,overall,other_noncitizen,35.4
Terengganu,1/1/2019,both,overall,overall,1244.5
Terengganu,1/1/2019,both,overall,bumi_malay,1174.3
Terengganu,1/1/2019,both,overall,bumi_other,4
Terengganu,1/1/2019,both,overall,chinese,28.5
Terengganu,1/1/2019,both,overall,indian,2.5
Terengganu,1/1/2019,both,overall,other_citizen,3.3
Terengganu,1/1/2019,both,overall,other_noncitizen,32.2
Terengganu,1/1/2020,both,overall,overall,1149.4
Terengganu,1/1/2020,both,overall,bumi_malay,1090.4
Terengganu,1/1/2020,both,overall,bumi_other,5.2
Terengganu,1/1/2020,both,overall,chinese,23.2
Terengganu,1/1/2020,both,overall,indian,2.1
Terengganu,1/1/2020,both,overall,other_citizen,2.2
Terengganu,1/1/2020,both,overall,other_noncitizen,26.4
Terengganu,1/1/2021,both,overall,overall,1170.7
Terengganu,1/1/2021,both,overall,bumi_malay,1111.2
Terengganu,1/1/2021,both,overall,bumi_other,3.3
Terengganu,1/1/2021,both,overall,chinese,23
Terengganu,1/1/2021,both,overall,indian,2.1
Terengganu,1/1/2021,both,overall,other_citizen,2.2
Terengganu,1/1/2021,both,overall,other_noncitizen,28.8
Terengganu,1/1/2022,both,overall,overall,1186.6
Terengganu,1/1/2022,both,overall,bumi_malay,1127.4
Terengganu,1/1/2022,both,overall,bumi_other,3.3
Terengganu,1/1/2022,both,overall,chinese,22.9
Terengganu,1/1/2022,both,overall,indian,2.1
Terengganu,1/1/2022,both,overall,other_citizen,2.3
Terengganu,1/1/2022,both,overall,other_noncitizen,28.6
Terengganu,1/1/2023,both,overall,overall,1210
Terengganu,1/1/2023,both,overall,bumi_malay,1145.1
Terengganu,1/1/2023,both,overall,bumi_other,3.3
Terengganu,1/1/2023,both,overall,chinese,22.8
Terengganu,1/1/2023,both,overall,indian,2.1
Terengganu,1/1/2023,both,overall,other_citizen,2.3
Terengganu,1/1/2023,both,overall,other_noncitizen,34.4
Terengganu,1/1/2024,both,overall,overall,1232.1
Terengganu,1/1/2024,both,overall,bumi_malay,1162.3
Terengganu,1/1/2024,both,overall,bumi_other,3.4
Terengganu,1/1/2024,both,overall,chinese,22.7
Terengganu,1/1/2024,both,overall,indian,2.1
Terengganu,1/1/2024,both,overall,other_citizen,2.3
Terengganu,1/1/2024,both,overall,other_noncitizen,39.3
W.P. Kuala Lumpur,1/1/2013,both,overall,overall,1723.4
W.P. Kuala Lumpur,1/1/2013,both,overall,bumi_malay,691.1
W.P. Kuala Lumpur,1/1/2013,both,overall,bumi_other,19.6
W.P. Kuala Lumpur,1/1/2013,both,overall,chinese,661
W.P. Kuala Lumpur,1/1/2013,both,overall,indian,155.1
W.P. Kuala Lumpur,1/1/2013,both,overall,other_citizen,16.1
W.P. Kuala Lumpur,1/1/2013,both,overall,other_noncitizen,180.2
W.P. Kuala Lumpur,1/1/2014,both,overall,overall,1737.4
W.P. Kuala Lumpur,1/1/2014,both,overall,bumi_malay,692.9
W.P. Kuala Lumpur,1/1/2014,both,overall,bumi_other,20.8
W.P. Kuala Lumpur,1/1/2014,both,overall,chinese,658.4
W.P. Kuala Lumpur,1/1/2014,both,overall,indian,153.8
W.P. Kuala Lumpur,1/1/2014,both,overall,other_citizen,16.9
W.P. Kuala Lumpur,1/1/2014,both,overall,other_noncitizen,194.8
W.P. Kuala Lumpur,1/1/2015,both,overall,overall,1780.4
W.P. Kuala Lumpur,1/1/2015,both,overall,bumi_malay,695.6
W.P. Kuala Lumpur,1/1/2015,both,overall,bumi_other,22
W.P. Kuala Lumpur,1/1/2015,both,overall,chinese,657
W.P. Kuala Lumpur,1/1/2015,both,overall,indian,153.5
W.P. Kuala Lumpur,1/1/2015,both,overall,other_citizen,17.4
W.P. Kuala Lumpur,1/1/2015,both,overall,other_noncitizen,234.7
W.P. Kuala Lumpur,1/1/2016,both,overall,overall,1789.7
W.P. Kuala Lumpur,1/1/2016,both,overall,bumi_malay,700.8
W.P. Kuala Lumpur,1/1/2016,both,overall,bumi_other,21.6
W.P. Kuala Lumpur,1/1/2016,both,overall,chinese,654.9
W.P. Kuala Lumpur,1/1/2016,both,overall,indian,151.7
W.P. Kuala Lumpur,1/1/2016,both,overall,other_citizen,17.9
W.P. Kuala Lumpur,1/1/2016,both,overall,other_noncitizen,242.7
W.P. Kuala Lumpur,1/1/2017,both,overall,overall,1793.2
W.P. Kuala Lumpur,1/1/2017,both,overall,bumi_malay,702.2
W.P. Kuala Lumpur,1/1/2017,both,overall,bumi_other,21.8
W.P. Kuala Lumpur,1/1/2017,both,overall,chinese,654.5
W.P. Kuala Lumpur,1/1/2017,both,overall,indian,151.3
W.P. Kuala Lumpur,1/1/2017,both,overall,other_citizen,18.4
W.P. Kuala Lumpur,1/1/2017,both,overall,other_noncitizen,245.1
W.P. Kuala Lumpur,1/1/2018,both,overall,overall,1790
W.P. Kuala Lumpur,1/1/2018,both,overall,bumi_malay,698.8
W.P. Kuala Lumpur,1/1/2018,both,overall,bumi_other,21.1
W.P. Kuala Lumpur,1/1/2018,both,overall,chinese,654.2
W.P. Kuala Lumpur,1/1/2018,both,overall,indian,151.4
W.P. Kuala Lumpur,1/1/2018,both,overall,other_citizen,18.9
W.P. Kuala Lumpur,1/1/2018,both,overall,other_noncitizen,246
W.P. Kuala Lumpur,1/1/2019,both,overall,overall,1782.5
W.P. Kuala Lumpur,1/1/2019,both,overall,bumi_malay,698.5
W.P. Kuala Lumpur,1/1/2019,both,overall,bumi_other,20.2
W.P. Kuala Lumpur,1/1/2019,both,overall,chinese,654.9
W.P. Kuala Lumpur,1/1/2019,both,overall,indian,151.8
W.P. Kuala Lumpur,1/1/2019,both,overall,other_citizen,19.5
W.P. Kuala Lumpur,1/1/2019,both,overall,other_noncitizen,237.6
W.P. Kuala Lumpur,1/1/2020,both,overall,overall,1982.1
W.P. Kuala Lumpur,1/1/2020,both,overall,bumi_malay,824.6
W.P. Kuala Lumpur,1/1/2020,both,overall,bumi_other,21.7
W.P. Kuala Lumpur,1/1/2020,both,overall,chinese,737.2
W.P. Kuala Lumpur,1/1/2020,both,overall,indian,178.1
W.P. Kuala Lumpur,1/1/2020,both,overall,other_citizen,12.1
W.P. Kuala Lumpur,1/1/2020,both,overall,other_noncitizen,208.4
W.P. Kuala Lumpur,1/1/2021,both,overall,overall,1964
W.P. Kuala Lumpur,1/1/2021,both,overall,bumi_malay,829.7
W.P. Kuala Lumpur,1/1/2021,both,overall,bumi_other,19.6
W.P. Kuala Lumpur,1/1/2021,both,overall,chinese,732.4
W.P. Kuala Lumpur,1/1/2021,both,overall,indian,177.5
W.P. Kuala Lumpur,1/1/2021,both,overall,other_citizen,12.4
W.P. Kuala Lumpur,1/1/2021,both,overall,other_noncitizen,192.4
W.P. Kuala Lumpur,1/1/2022,both,overall,overall,1961.2
W.P. Kuala Lumpur,1/1/2022,both,overall,bumi_malay,837.2
W.P. Kuala Lumpur,1/1/2022,both,overall,bumi_other,19.9
W.P. Kuala Lumpur,1/1/2022,both,overall,chinese,730.7
W.P. Kuala Lumpur,1/1/2022,both,overall,indian,177
W.P. Kuala Lumpur,1/1/2022,both,overall,other_citizen,12.7
W.P. Kuala Lumpur,1/1/2022,both,overall,other_noncitizen,183.6
W.P. Kuala Lumpur,1/1/2023,both,overall,overall,2005.7
W.P. Kuala Lumpur,1/1/2023,both,overall,bumi_malay,846.4
W.P. Kuala Lumpur,1/1/2023,both,overall,bumi_other,20.3
W.P. Kuala Lumpur,1/1/2023,both,overall,chinese,730.5
W.P. Kuala Lumpur,1/1/2023,both,overall,indian,177
W.P. Kuala Lumpur,1/1/2023,both,overall,other_citizen,13.1
W.P. Kuala Lumpur,1/1/2023,both,overall,other_noncitizen,218.6
W.P. Kuala Lumpur,1/1/2024,both,overall,overall,2067.5
W.P. Kuala Lumpur,1/1/2024,both,overall,bumi_malay,855.2
W.P. Kuala Lumpur,1/1/2024,both,overall,bumi_other,20.7
W.P. Kuala Lumpur,1/1/2024,both,overall,chinese,729.9
W.P. Kuala Lumpur,1/1/2024,both,overall,indian,176.9
W.P. Kuala Lumpur,1/1/2024,both,overall,other_citizen,13.5
W.P. Kuala Lumpur,1/1/2024,both,overall,other_noncitizen,271.3
W.P. Labuan,1/1/2013,both,overall,overall,91.4
W.P. Labuan,1/1/2013,both,overall,bumi_malay,32.5
W.P. Labuan,1/1/2013,both,overall,bumi_other,38.8
W.P. Labuan,1/1/2013,both,overall,chinese,9.5
W.P. Labuan,1/1/2013,both,overall,indian,0.7
W.P. Labuan,1/1/2013,both,overall,other_citizen,1.9
W.P. Labuan,1/1/2013,both,overall,other_noncitizen,8.1
W.P. Labuan,1/1/2014,both,overall,overall,93.8
W.P. Labuan,1/1/2014,both,overall,bumi_malay,32.9
W.P. Labuan,1/1/2014,both,overall,bumi_other,38.6
W.P. Labuan,1/1/2014,both,overall,chinese,9.5
W.P. Labuan,1/1/2014,both,overall,indian,0.7
W.P. Labuan,1/1/2014,both,overall,other_citizen,2.1
W.P. Labuan,1/1/2014,both,overall,other_noncitizen,9.9
W.P. Labuan,1/1/2015,both,overall,overall,95.1
W.P. Labuan,1/1/2015,both,overall,bumi_malay,33.1
W.P. Labuan,1/1/2015,both,overall,bumi_other,39.1
W.P. Labuan,1/1/2015,both,overall,chinese,9.5
W.P. Labuan,1/1/2015,both,overall,indian,0.7
W.P. Labuan,1/1/2015,both,overall,other_citizen,2.3
W.P. Labuan,1/1/2015,both,overall,other_noncitizen,10.4
W.P. Labuan,1/1/2016,both,overall,overall,96.8
W.P. Labuan,1/1/2016,both,overall,bumi_malay,33.2
W.P. Labuan,1/1/2016,both,overall,bumi_other,39.7
W.P. Labuan,1/1/2016,both,overall,chinese,9.5
W.P. Labuan,1/1/2016,both,overall,indian,0.7
W.P. Labuan,1/1/2016,both,overall,other_citizen,2.5
W.P. Labuan,1/1/2016,both,overall,other_noncitizen,10.7
W.P. Labuan,1/1/2017,both,overall,overall,97.6
W.P. Labuan,1/1/2017,both,overall,bumi_malay,32.9
W.P. Labuan,1/1/2017,both,overall,bumi_other,40.8
W.P. Labuan,1/1/2017,both,overall,chinese,9.5
W.P. Labuan,1/1/2017,both,overall,indian,0.8
W.P. Labuan,1/1/2017,both,overall,other_citizen,2.7
W.P. Labuan,1/1/2017,both,overall,other_noncitizen,11
W.P. Labuan,1/1/2018,both,overall,overall,99
W.P. Labuan,1/1/2018,both,overall,bumi_malay,33.6
W.P. Labuan,1/1/2018,both,overall,bumi_other,41.2
W.P. Labuan,1/1/2018,both,overall,chinese,9.6
W.P. Labuan,1/1/2018,both,overall,indian,0.8
W.P. Labuan,1/1/2018,both,overall,other_citizen,2.8
W.P. Labuan,1/1/2018,both,overall,other_noncitizen,11.1
W.P. Labuan,1/1/2019,both,overall,overall,99.3
W.P. Labuan,1/1/2019,both,overall,bumi_malay,34.3
W.P. Labuan,1/1/2019,both,overall,bumi_other,41.3
W.P. Labuan,1/1/2019,both,overall,chinese,9.6
W.P. Labuan,1/1/2019,both,overall,indian,0.8
W.P. Labuan,1/1/2019,both,overall,other_citizen,2.9
W.P. Labuan,1/1/2019,both,overall,other_noncitizen,10
W.P. Labuan,1/1/2020,both,overall,overall,95.1
W.P. Labuan,1/1/2020,both,overall,bumi_malay,23.6
W.P. Labuan,1/1/2020,both,overall,bumi_other,49
W.P. Labuan,1/1/2020,both,overall,chinese,9.8
W.P. Labuan,1/1/2020,both,overall,indian,0.9
W.P. Labuan,1/1/2020,both,overall,other_citizen,0.9
W.P. Labuan,1/1/2020,both,overall,other_noncitizen,10.8
W.P. Labuan,1/1/2021,both,overall,overall,96
W.P. Labuan,1/1/2021,both,overall,bumi_malay,34.6
W.P. Labuan,1/1/2021,both,overall,bumi_other,39.4
W.P. Labuan,1/1/2021,both,overall,chinese,9.8
W.P. Labuan,1/1/2021,both,overall,indian,0.9
W.P. Labuan,1/1/2021,both,overall,other_citizen,1
W.P. Labuan,1/1/2021,both,overall,other_noncitizen,10.4
W.P. Labuan,1/1/2022,both,overall,overall,96.9
W.P. Labuan,1/1/2022,both,overall,bumi_malay,34.9
W.P. Labuan,1/1/2022,both,overall,bumi_other,39.9
W.P. Labuan,1/1/2022,both,overall,chinese,9.7
W.P. Labuan,1/1/2022,both,overall,indian,0.9
W.P. Labuan,1/1/2022,both,overall,other_citizen,1.1
W.P. Labuan,1/1/2022,both,overall,other_noncitizen,10.3
W.P. Labuan,1/1/2023,both,overall,overall,99
W.P. Labuan,1/1/2023,both,overall,bumi_malay,24.8
W.P. Labuan,1/1/2023,both,overall,bumi_other,51
W.P. Labuan,1/1/2023,both,overall,chinese,9.7
W.P. Labuan,1/1/2023,both,overall,indian,0.9
W.P. Labuan,1/1/2023,both,overall,other_citizen,1.2
W.P. Labuan,1/1/2023,both,overall,other_noncitizen,11.4
W.P. Labuan,1/1/2024,both,overall,overall,100.8
W.P. Labuan,1/1/2024,both,overall,bumi_malay,25.2
W.P. Labuan,1/1/2024,both,overall,bumi_other,51.5
W.P. Labuan,1/1/2024,both,overall,chinese,9.7
W.P. Labuan,1/1/2024,both,overall,indian,0.9
W.P. Labuan,1/1/2024,both,overall,other_citizen,1.4
W.P. Labuan,1/1/2024,both,overall,other_noncitizen,12.2
W.P. Putrajaya,1/1/2013,both,overall,overall,79.7
W.P. Putrajaya,1/1/2013,both,overall,bumi_malay,74.6
W.P. Putrajaya,1/1/2013,both,overall,bumi_other,0.6
W.P. Putrajaya,1/1/2013,both,overall,chinese,0.5
W.P. Putrajaya,1/1/2013,both,overall,indian,1
W.P. Putrajaya,1/1/2013,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2013,both,overall,other_noncitizen,2.6
W.P. Putrajaya,1/1/2014,both,overall,overall,80.9
W.P. Putrajaya,1/1/2014,both,overall,bumi_malay,75.5
W.P. Putrajaya,1/1/2014,both,overall,bumi_other,0.7
W.P. Putrajaya,1/1/2014,both,overall,chinese,0.5
W.P. Putrajaya,1/1/2014,both,overall,indian,1.1
W.P. Putrajaya,1/1/2014,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2014,both,overall,other_noncitizen,2.8
W.P. Putrajaya,1/1/2015,both,overall,overall,83
W.P. Putrajaya,1/1/2015,both,overall,bumi_malay,77.4
W.P. Putrajaya,1/1/2015,both,overall,bumi_other,0.8
W.P. Putrajaya,1/1/2015,both,overall,chinese,0.5
W.P. Putrajaya,1/1/2015,both,overall,indian,1.1
W.P. Putrajaya,1/1/2015,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2015,both,overall,other_noncitizen,3.1
W.P. Putrajaya,1/1/2016,both,overall,overall,84.4
W.P. Putrajaya,1/1/2016,both,overall,bumi_malay,78.4
W.P. Putrajaya,1/1/2016,both,overall,bumi_other,0.9
W.P. Putrajaya,1/1/2016,both,overall,chinese,0.5
W.P. Putrajaya,1/1/2016,both,overall,indian,1.1
W.P. Putrajaya,1/1/2016,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2016,both,overall,other_noncitizen,3.2
W.P. Putrajaya,1/1/2017,both,overall,overall,87.5
W.P. Putrajaya,1/1/2017,both,overall,bumi_malay,81.3
W.P. Putrajaya,1/1/2017,both,overall,bumi_other,0.8
W.P. Putrajaya,1/1/2017,both,overall,chinese,0.5
W.P. Putrajaya,1/1/2017,both,overall,indian,1.2
W.P. Putrajaya,1/1/2017,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2017,both,overall,other_noncitizen,3.3
W.P. Putrajaya,1/1/2018,both,overall,overall,97.2
W.P. Putrajaya,1/1/2018,both,overall,bumi_malay,89.3
W.P. Putrajaya,1/1/2018,both,overall,bumi_other,1.5
W.P. Putrajaya,1/1/2018,both,overall,chinese,1.5
W.P. Putrajaya,1/1/2018,both,overall,indian,1.5
W.P. Putrajaya,1/1/2018,both,overall,other_citizen,0.1
W.P. Putrajaya,1/1/2018,both,overall,other_noncitizen,3.3
W.P. Putrajaya,1/1/2019,both,overall,overall,103.7
W.P. Putrajaya,1/1/2019,both,overall,bumi_malay,94.9
W.P. Putrajaya,1/1/2019,both,overall,bumi_other,1.8
W.P. Putrajaya,1/1/2019,both,overall,chinese,2.1
W.P. Putrajaya,1/1/2019,both,overall,indian,1.7
W.P. Putrajaya,1/1/2019,both,overall,other_citizen,0.2
W.P. Putrajaya,1/1/2019,both,overall,other_noncitizen,3.1
W.P. Putrajaya,1/1/2020,both,overall,overall,109.2
W.P. Putrajaya,1/1/2020,both,overall,bumi_malay,101.8
W.P. Putrajaya,1/1/2020,both,overall,bumi_other,2.3
W.P. Putrajaya,1/1/2020,both,overall,chinese,0.7
W.P. Putrajaya,1/1/2020,both,overall,indian,1.3
W.P. Putrajaya,1/1/2020,both,overall,other_citizen,0.3
W.P. Putrajaya,1/1/2020,both,overall,other_noncitizen,2.8
W.P. Putrajaya,1/1/2021,both,overall,overall,115.2
W.P. Putrajaya,1/1/2021,both,overall,bumi_malay,107.1
W.P. Putrajaya,1/1/2021,both,overall,bumi_other,2.2
W.P. Putrajaya,1/1/2021,both,overall,chinese,0.6
W.P. Putrajaya,1/1/2021,both,overall,indian,1.3
W.P. Putrajaya,1/1/2021,both,overall,other_citizen,0.3
W.P. Putrajaya,1/1/2021,both,overall,other_noncitizen,3.7
W.P. Putrajaya,1/1/2022,both,overall,overall,117
W.P. Putrajaya,1/1/2022,both,overall,bumi_malay,108.7
W.P. Putrajaya,1/1/2022,both,overall,bumi_other,2.3
W.P. Putrajaya,1/1/2022,both,overall,chinese,0.6
W.P. Putrajaya,1/1/2022,both,overall,indian,1.4
W.P. Putrajaya,1/1/2022,both,overall,other_citizen,0.3
W.P. Putrajaya,1/1/2022,both,overall,other_noncitizen,3.7
W.P. Putrajaya,1/1/2023,both,overall,overall,118.8
W.P. Putrajaya,1/1/2023,both,overall,bumi_malay,110.2
W.P. Putrajaya,1/1/2023,both,overall,bumi_other,2.3
W.P. Putrajaya,1/1/2023,both,overall,chinese,0.6
W.P. Putrajaya,1/1/2023,both,overall,indian,1.4
W.P. Putrajaya,1/1/2023,both,overall,other_citizen,0.3
W.P. Putrajaya,1/1/2023,both,overall,other_noncitizen,4
W.P. Putrajaya,1/1/2024,both,overall,overall,120.3
W.P. Putrajaya,1/1/2024,both,overall,bumi_malay,111.5
W.P. Putrajaya,1/1/2024,both,overall,bumi_other,2.3
W.P. Putrajaya,1/1/2024,both,overall,chinese,0.6
W.P. Putrajaya,1/1/2024,both,overall,indian,1.4
W.P. Putrajaya,1/1/2024,both,overall,other_citizen,0.3
W.P. Putrajaya,1/1/2024,both,overall,other_noncitizen,4.1
